key	lemma	part_of_speech	parsing	definition	strongs	alternates
אֲדֹמִי	אֱדֹמִי	noun	masculine singular absolute	an Edomite, or descendants from (or inhabitants of) Edom	H130	
אֲדֹמִיִּים	אֱדֹמִי	noun	masculine plural absolute	an Edomite, or descendants from (or inhabitants of) Edom	H130	
אֲדֹמִיֹּת	אֱדֹמִי	noun	feminine plural absolute	an Edomite, or descendants from (or inhabitants of) Edom	H130	
אֲדֹנִי	אָדוֹן	noun	masculine singular construct, pronominal suffix 1st person common singular	sovereign, i.e. controller (human or divine)	H113	אֲדֹנִי־בֶזֶק|proper noun|not parsed;אֲדֹנִי־צֶדֶק|proper noun|not parsed;אֲדֹנָי|noun|masculine singular construct, pronominal suffix 1st person common singular
אֲדֹנִיָּה	אֲדֹנִיָּה	proper noun	not parsed	Adonijah, the name of three Israelites	H138	
אֲדֹנִיָּהוּ	אֲדֹנִיָּה	proper noun	not parsed	Adonijah, the name of three Israelites	H138	
אֲדֹנִיָהוּ	אֲדֹנִיָּה	proper noun	not parsed	Adonijah, the name of three Israelites	H138	
אֲדֹנִים	אָדוֹן	noun	masculine plural absolute	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנִיקָם	אֲדֹנִיקָם	proper noun	not parsed	Adonikam, the name of one or two Israelites	H140	
אֲדֹנֵי	אָדוֹן	noun	masculine plural construct	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנֵיהֶם	אָדוֹן	noun	masculine plural construct, pronominal suffix 3rd person masculine plural	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנֵיכֶם	אָדוֹן	noun	masculine plural construct, pronominal suffix 2nd person masculine plural	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנֵינוּ	אָדוֹן	noun	masculine plural construct, pronominal suffix 1st person common plural	sovereign, i.e. controller (human or divine)	H113	אֲדֹנָי|noun|masculine plural construct, pronominal suffix 1st person common plural
אֲדֹנֵנוּ	אָדוֹן	noun	masculine singular construct, pronominal suffix 1st person common plural	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנֶיהָ	אָדוֹן	noun	masculine plural construct, pronominal suffix 3rd person feminine singular	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנֶיךָ	אָדוֹן	noun	masculine plural construct, pronominal suffix 2nd person masculine singular	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנַי	אָדוֹן	noun	masculine plural construct, pronominal suffix 1st person common singular	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנַיִךְ	אָדוֹן	noun	masculine plural construct, pronominal suffix 2nd person feminine singular	sovereign, i.e. controller (human or divine)	H113	
אֲדֹנָי	אֲדֹנָי	noun	masculine plural construct, pronominal suffix 1st person common singular	the Lord (used as a proper name of God only)	H136	אָדוֹן|noun|masculine plural construct, pronominal suffix 1st person common singular
אֲדֹנָיו	אָדוֹן	noun	masculine plural construct, pronominal suffix 3rd person masculine singular	sovereign, i.e. controller (human or divine)	H113	אֲדֹנָי|noun|masculine plural construct, pronominal suffix 3rd person masculine singular
אֲדֹרָם	אֲדֹרָם	proper noun	not parsed	Adoram (or Adoniram), an Israelite	H151	
אֲדֻמִּים	אָדֹם	adjective	adjective masculine plural absolute	rosy	H122	אֲדֻמִּים|proper noun|not parsed
אֲדֻמָּה	אָדֹם	adjective	adjective feminine singular absolute	rosy	H122	
אֲדוֹמִים	אֱדֹמִי	noun	masculine plural absolute	an Edomite, or descendants from (or inhabitants of) Edom	H130	
אֲדוֹן	אָדוֹן	noun	masculine singular construct	sovereign, i.e. controller (human or divine)	H113	אֲדֹנָי|noun|masculine singular construct
אֲדוֹנִיָּה	טוֹב אֲדֹנִיָּהוּ	proper noun	not parsed	Tob-Adonijah, an Israelite	H2899	
אֲדוֹנִים	אָדוֹן	noun	masculine plural absolute	sovereign, i.e. controller (human or divine)	H113	
אֲדוֹנֵיהֶם	אָדוֹן	noun	masculine plural construct, pronominal suffix 3rd person masculine plural	sovereign, i.e. controller (human or divine)	H113	
אֲדוֹנֵינוּ	אָדוֹן	noun	masculine plural construct, pronominal suffix 1st person common plural	sovereign, i.e. controller (human or divine)	H113	
אֲדוֹנֶיהָ	אָדוֹן	noun	masculine plural construct, pronominal suffix 3rd person feminine singular	sovereign, i.e. controller (human or divine)	H113	
אֲדוֹנָי	אֲדֹנָי	noun	masculine plural construct, pronominal suffix 1st person common singular	the Lord (used as a proper name of God only)	H136	
אֲדוֹרַיִם	אֲדוֹרַיִם	proper noun	not parsed	Adorajim, a place in Palestine	H115	
אֲהֵבְךָ	אָהַב	verb	qal perfect 3rd person masculine singular, pronominal suffix 2nd person masculine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבַתְהוּ	אָהַב	verb	qal perfect 3rd person feminine singular, pronominal suffix 3rd person masculine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבַתֶךְ	אָהַב	verb	qal perfect 3rd person feminine singular, pronominal suffix 2nd person feminine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבָהּ	אָהַב	verb	qal perfect 3rd person masculine singular, pronominal suffix 3rd person feminine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבוֹ	אָהַב	verb	qal perfect 3rd person masculine singular, pronominal suffix 3rd person masculine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבוּךָ	אָהַב	verb	qal perfect 3rd person common plural, pronominal suffix 2nd person masculine singular	to have affection for (sexually or otherwise)	H157	
אֲהֵבוּם	אָהַב	verb	qal perfect 3rd person common plural, pronominal suffix 3rd person masculine plural	to have affection for (sexually or otherwise)	H157	
אֲהַבְתִּיךְ	אָהַב	verb	qal perfect 1st person common singular, pronominal suffix 2nd person feminine singular	to have affection for (sexually or otherwise)	H157	
אֲהַבְתִּיךָ	אָהַב	verb	qal perfect 1st person common singular, pronominal suffix 2nd person masculine singular	to have affection for (sexually or otherwise)	H157	
אֲהַבְתֶּם	אָהַב	verb	qal perfect 2nd person masculine plural	to have affection for (sexually or otherwise)	H157	
אֲהַבְתָּנִי	אָהַב	verb	qal perfect 2nd person masculine singular, pronominal suffix 1st person common singular	to have affection for (sexually or otherwise)	H157	
אֲהַבְתָּנוּ	אָהַב	verb	qal perfect 2nd person masculine singular, pronominal suffix 1st person common plural	to have affection for (sexually or otherwise)	H157	
אֲהַלְלֶךָּ	הָלַל	verb	piel cohortative 1st person common singular, pronominal suffix 2nd person masculine singular	to be clear (orig. of sound, but usually of color); to shine	H1984	הָלַל|verb|piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular
אֲהַלְלֶנּוּ	הָלַל	verb	piel imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to be clear (orig. of sound, but usually of color); to shine	H1984	
אֲהַלְלָה	הָלַל	verb	piel cohortative 1st person common singular	to be clear (orig. of sound, but usually of color); to shine	H1984	
אֲהַלֵּך	הָלַךְ	verb	piel imperfect 1st person common singular	to walk (in a great variety of applications, literally and figuratively)	H1980	
אֲהַלֵּךְ	הָלַךְ	verb	piel imperfect 1st person common singular	to walk (in a great variety of applications, literally and figuratively)	H1980	
אֲהַלֵּל	הָלַל	verb	piel imperfect 1st person common singular	to be clear (orig. of sound, but usually of color); to shine	H1984	
אֲהָבִים	אַהַב	noun	masculine plural absolute	affection (in a good or a bad sense)	H158	
אֲהָהּ	אֲהָהּ	particle	interjection	Oh!	H162	
אֲהָלִים	אֲהָלִים	noun	masculine plural absolute	aloe wood (i.e. sticks)	H174	
אֲהֻבַת	אָהַב	verb	qal passive participle feminine singular construct	to have affection for (sexually or otherwise)	H157	
אֲהוֹדְעִנֵּהּ	יְדַע	verb	hiphil imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	{to know (properly, to ascertain by seeing)	H3046	
אֲהוֹדֶנּוּ	יָדָה	verb	hiphil imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	physically, to throw (a stone	H3034	
אֲהוּבָה	אָהַב	verb	qal passive participle feminine singular absolute	to have affection for (sexually or otherwise)	H157	
אֲזֵנֶךָ	אָזֵן	noun	masculine singular construct, pronominal suffix 2nd person masculine singular	a spade or paddle (as having a broad end)	H240	
אֲזַבֵּחַ	זָבַח	verb	piel imperfect 1st person common singular	to slaughter an animal (usually in sacrifice)	H2076	
אֲזַי	אֲזַי	adverb	adverb	at that time	H233	
אֲזַל	אֲזַל	verb	qal perfect 3rd person masculine singular	to depart	H236	אֲזַל|verb|qal active participle masculine singular absolute
אֲזַלְנָא	אֲזַל	verb	qal perfect 1st person common plural	to depart	H236	
אֲזַלוּ	אֲזַל	verb	qal perfect 3rd person masculine plural	to depart	H236	
אֲזַמְּרֶךָּ	זָמַר	verb	piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	play upon it; to make music, accompanied by the voice; hence to celebrate in song and music	H2167	
אֲזַמְּרָה	זָמַר	verb	piel cohortative 1st person common singular	play upon it; to make music, accompanied by the voice; hence to celebrate in song and music	H2167	זָמַר|verb|piel imperfect 1st person common singular
אֲזַמֵּר	זָמַר	verb	piel imperfect 1st person common singular	play upon it; to make music, accompanied by the voice; hence to celebrate in song and music	H2167	
אֲזַמֵּרָה	זָמַר	verb	piel cohortative 1st person common singular	play upon it; to make music, accompanied by the voice; hence to celebrate in song and music	H2167	זָמַר|verb|piel imperfect 1st person common singular
אֲזַמֶּרְךָ	זָמַר	verb	piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	play upon it; to make music, accompanied by the voice; hence to celebrate in song and music	H2167	
אֲזַנְיָה	אֲזַנְיָה	proper noun	not parsed	Azanjah, an Israelite	H245	
אֲחִטוּב	אֲחִיטוּב	proper noun	not parsed	Achitub, the name of several priests	H285	
אֲחִי	אָח	noun	masculine singular construct	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אֲחִי|proper noun|not parsed
אֲחִיָּה	אֲחִיָּה	proper noun	not parsed	Achijah, the name of nine Israelites	H281	
אֲחִיָּהוּ	אֲחִיָּה	proper noun	not parsed	Achijah, the name of nine Israelites	H281	
אֲחִיאָם	אֲחִיאָם	proper noun	not parsed	Achiam, an Israelite	H279	
אֲחִידָן	אֲחִידָה	noun	masculine plural absolute	an enigma	H280	
אֲחִיהֶם	אָח	noun	masculine singular construct, pronominal suffix 3rd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
אֲחִיהוּד	אֲחִיהוּד	proper noun	not parsed	Achihud, an Israelite	H282	
אֲחִיחֻד	אֲחִיחֻד	proper noun	not parsed	Achichud, an Israelite	H284	
אֲחִיטוּב	אֲחִיטוּב	proper noun	not parsed	Achitub, the name of several priests	H285	
אֲחִיכֶם	אָח	noun	masculine singular construct, pronominal suffix 2nd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
אֲחִילוּד	אֲחִילוּד	proper noun	not parsed	Achilud, an Israelite	H286	
אֲחִימֶלֶךְ	אֲחִימֶלֶךְ	proper noun	not parsed	Achimelek, the name of an Israelite and of a Hittite	H288	
אֲחִימַן	אֲחִימַן	proper noun	not parsed	Achiman, the name of an Anakite and of an Israelite	H289	
אֲחִימַעַץ	אֲחִימַעַץ	proper noun	not parsed	Achimaats, the name of three Israelites	H290	
אֲחִימָעַץ	אֲחִימַעַץ	proper noun	not parsed	Achimaats, the name of three Israelites	H290	
אֲחִינָדָב	אֲחִינָדָב	proper noun	not parsed	Achinadab, an Israelite	H292	
אֲחִינֹעַם	אֲחִינֹעַם	proper noun	not parsed	Achinoam, the name of two Israelitesses	H293	
אֲחִיסָמָךְ	אֲחִיסָמָךְ	proper noun	not parsed	Achisamak, an Israelite	H294	
אֲחִיעֶזֶר	אֲחִיעֶזֶר	proper noun	not parsed	Achiezer, the name of two Israelites	H295	
אֲחִיקָם	אֲחִיקָם	proper noun	not parsed	Achikam, an Israelite	H296	
אֲחִירַע	אֲחִירַע	proper noun	not parsed	Achira, an Israelite	H299	
אֲחִישֶׁנָּה	חוּשׁ	verb	hiphil imperfect 1st person common singular, pronominal suffix 3rd person feminine singular	to hurry; figuratively, to be eager with excitement or enjoyment	H2363	
אֲחִיתֹפֶל	אֲחִיתֹפֶל	proper noun	not parsed	Achithophel, an Israelite	H302	
אֲחִתְּךָ	חָתַת	verb	hiphil imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	properly, to prostrate	H2865	
אֲחֵי	אָח	noun	masculine plural construct	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
